"TOP 15","Song Name","Streams","Artist","Artist Followers","Genre","Release Date","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Duration (ms)","Valence","Chord"
0,"Snowchild","5,423,997","The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",66,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,247187,0.243,"C"
0,"Escape From LA","5,307,288","The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",67,0.404,0.524,-8.996,0.0593,0.0456,0.199,145.74,355960,0.168,"F"
0,"Allein sein","5,119,993","Ufo361",1700759,"['german cloud rap', 'german hip hop']","2020-03-27",54,0.774,0.588,-8.529,0.225,0.0386,0.258,75.978,147353,0.392,"C#/Db"
0,"Bichiyal","4,946,613","Bad Bunny, Yaviah",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",75,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,196500,0.662,"A#/Bb"
0,"Medusa","4,901,559","Jhay Cortez, Anuel AA, J Balvin",2435159,"['latin', 'reggaeton', 'trap latino']","2020-02-05",70,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,305333,0.383,"C"
0,"Break Up Song","4,593,343","Little Mix",9398941,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']","2020-11-06",65,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,200293,0.593,"F"
0,"Teeth","4,571,612","5 Seconds of Summer",7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']","2019-08-23",78,0.749,0.461,-2.961,0.0416,0.0516,0.0738,139.02,204887,0.42,"A#/Bb"
0,"Repeat After Me (Interlude)","10,058,303","The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,195813,0.141,"C"
0,"Until I Bleed Out","9,132,077","The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",63,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,190173,0.148,"C"
0,"Rosa","7,564,893","J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2020-03-19",64,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827,0.369,"A"
0,"Gris","7,514,854","J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2020-03-19",65,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627,0.916,"F#/Gb"
0,"Negro","6,651,425","J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2020-03-19",67,0.795,0.911,-2.228,0.0875,0.0157,0.131,164.081,182093,0.8,"C"
0,"Verde","5,745,393","J Balvin, Sky Rompiendo",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2020-03-19",63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,142547,0.818,"G#/Ab"
1,"Baby Pluto","5,600,261","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",69,0.772,0.634,-6.101,0.212,0.135,0.432,160.052,210261,0.671,"A#/Bb"
0,"Lo Mein","5,231,134","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",67,0.855,0.676,-5.736,0.325,0.0888,0.144,133.082,195299,0.509,"C#/Db"
0,"No Judgement","5,082,563","Niall Horan",7564659,"['dance pop', 'pop', 'post-teen pop']","2020-02-07",65,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283,0.962,"C#/Db"
0,"Futsal Shuffle 2020 - Bonus Track","5,068,849","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",63,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913,0.278,"G"
0,"Arcoíris","5,044,774","J Balvin, Mr Eazi",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2020-03-19",62,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,186693,0.393,"E"
0,"TOES (feat. Lil Baby & Moneybagg Yo)","4,878,903","DaBaby",7601122,"['north carolina hip hop', 'rap']","2019-09-27",73,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,136366,0.542,"G#/Ab"
0,"Feel Me","4,765,672","Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']","2020-02-21",63,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,226003,0.392,"D"
0,"H <3 T E L","4,701,388","Dardan, Monet192",861082,"['albanian hip hop', 'german hip hop']","2020-05-22",34,0.726,0.646,-6.9,0.0977,0.0495,0.112,134.999,163253,0.58,"C#/Db"
0,"25/8","4,684,378","Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",71,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,243276,0.542,"E"
0,"Se Me Olvidó","4,591,194","Christian Nodal",8123757,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']","2020-05-29",71,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,159533,0.725,"C"
0,"B.S. (feat. H.E.R.)","4,557,817","Jhené Aiko",4720858,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","2020-03-06",72,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,212867,0.377,"G#/Ab"
0,"Soliá","4,516,243","Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",72,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282,0.184,"D"
0,"Está Cabrón Ser Yo","4,438,261","Bad Bunny, Anuel AA",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",69,0.81,0.854,-3.999,0.254,0.0732,0.123,154.083,227939,0.879,"A#/Bb"
0,"Bean (Kobe) [feat. Chief Keef]","9,039,518","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",67,0.733,0.567,-6.718,0.319,0.0129,0.382,75.491,238816,0.319,"C"
0,"Yessirskiii","8,374,259","Lil Uzi Vert, 21 Savage",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",70,0.895,0.739,-6.633,0.283,0.0183,0.102,140.007,219340,0.763,"G#/Ab"
0,"Cardigan","6,586,204","Don Toliver",1606884,"['rap', 'trap']","2020-03-13",70,0.747,0.497,-6.542,0.0401,0.248,0.138,142.046,158709,0.0663,"E"
0,"Silly Watch","6,442,451","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",65,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,195692,0.157,"G#/Ab"
0,"Hablamos Mañana","6,105,711","Bad Bunny, Duki, Pablo Chill-E",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",69,0.683,0.677,-4.496,0.0469,0.0869,0.0998,156.019,240253,0.514,"C#/Db"
0,"Lotus","6,017,103","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",58,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,193861,0.516,"G#/Ab"
0,"Lettre à une femme","5,895,243","Ninho",4764552,"['french hip hop', 'pop urbaine', 'rap francais']","2020-03-07",54,0.487,0.398,-9.901,0.0697,0.835,0.12,149.367,157766,0.905,"C#/Db"
0,"Que Malo","5,544,180","Bad Bunny, Ñengo Flow",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",69,0.802,0.787,-6.181,0.0599,0.0832,0.153,94.026,167975,0.446,"G"
0,"Leaders (feat. NAV)","5,496,780","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",60,0.95,0.654,-5.895,0.307,0.0744,0.138,132.936,194844,0.886,"C"
0,"Strawberry Peels (feat. Young Thug & Gunna)","5,468,083","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",59,0.862,0.65,-6.978,0.355,0.0207,0.568,131.194,115350,0.658,"A#/Bb"
0,"La Zona","5,440,382","Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",69,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,136893,0.81,"C#/Db"
0,"Wassup (feat. Future)","5,415,044","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",57,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,193314,0.626,"F"
0,"Una Vez","5,411,302","Bad Bunny, Mora",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",77,0.55,0.598,-5.402,0.0831,0.132,0.0955,83.836,232496,0.543,"B"
0,"Moon Relate","5,324,545","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",58,0.867,0.768,-3.73,0.0791,0.18,0.254,102.021,181826,0.34,"G"
0,"Black And White","5,204,120","Niall Horan",7564659,"['dance pop', 'pop', 'post-teen pop']","2020-03-13",75,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,193090,0.239,"D"
0,"The Other Side (from Trolls World Tour)","5,193,927","SZA, Justin Timberlake",5888533,"['pop', 'pop rap', 'r&b']","2020-02-26",68,0.76,0.607,-6.274,0.0964,0.00277,0.132,105.979,188187,0.709,"G"
0,"Whine Up","5,130,783","Nicky Jam, Anuel AA",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2019-11-01",70,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957,215460,0.662,"A"
0,"Ayy Macarena","5,046,905","Tyga",6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2019-11-13",74,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607,0.714,"D"
0,"Trap This Way (This Way)","5,043,990","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",59,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439,0.207,"D"
0,"Who (feat. BTS)","5,004,752","Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-06",74,0.632,0.345,-8,0.0349,0.551,0.104,141.641,180413,0.0818,"B"
0,"Homecoming","4,988,839","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",63,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885,0.353,"A"
0,"Got The Guap (feat. Young Thug)","4,946,997","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",58,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,176756,0.749,"G#/Ab"
0,"Prices","4,898,167","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,233333,0.57,"G"
0,"I Can Show You","4,831,405","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-13",57,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,120076,0.314,"A#/Bb"
0,"I'm Sorry","4,818,039","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",60,0.858,0.547,-5.822,0.29,0.213,0.104,128.02,211883,0.303,"C#/Db"
0,"Black Swan","4,802,069","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",70,0.719,0.758,-5.167,0.0851,0.137,0.129,147.023,198261,0.49,"D"
0,"Bad Child","4,787,180","Tones And I",1251372,"[]","2021-08-13",0,0.756,0.553,-4.24,0.0343,0.404,0.158,117.992,221467,0.597,"F#/Gb"
0,"Adicto (with Anuel AA & Ozuna)","4,785,720","Tainy",509411,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']","2019-08-22",75,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,270741,0.623,"A#/Bb"
0,"<3","4,755,477","Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",69,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,157967,0.634,"A#/Bb"
0,"Bad Girls, Good Vibes","4,752,181","Ufo361",1700759,"['german cloud rap', 'german hip hop']","2020-03-13",53,0.826,0.368,-12.761,0.133,0.516,0.0914,127.977,107446,0.158,"G"
0,"Liberdade Provisória - Ao Vivo","4,730,891","Henrique & Juliano",13312073,"['sertanejo pop', 'sertanejo universitario']","2020-01-31",58,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986,0.7,"C#/Db"
0,"POP","10,484,727","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",58,0.741,0.599,-6.672,0.419,0.00961,0.785,139.891,227474,0.276,"C#/Db"
0,"Celebration Station","10,396,969","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,195058,0.792,"F#/Gb"
0,"Bigger Than Life","9,974,143","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",62,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,192705,0.716,"G#/Ab"
0,"Venetia","9,824,605","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800,0.562,"A"
0,"You Better Move","9,533,898","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",60,0.842,0.556,-6.793,0.442,0.159,0.204,118.836,196639,0.306,"G#/Ab"
0,"Chrome Heart Tags","8,219,307","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",57,0.702,0.768,-4.055,0.0669,0.541,0.105,70.056,212821,0.574,"C"
0,"Bust Me","7,828,045","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",57,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,194452,0.608,"B"
0,"René","7,240,117","Residente",878491,"['venezuelan hip hop']","2020-02-27",65,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,457592,0.467,"C"
0,"Secure The Bag","7,053,947","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",57,0.803,0.719,-4.485,0.392,0.344,0.425,129.945,238425,0.549,"C"
0,"Urgency (feat. Syd)","6,224,412","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-06",53,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,181161,0.471,"C#/Db"
0,"ON (Feat. Sia)","6,219,276","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",64,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816,0.386,"A"
0,"P FKN R","6,041,127","Bad Bunny, Kendo Kaponi, Arcangel",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",66,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,258280,0.528,"F"
0,"Modern Loneliness","6,020,508","Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-06",68,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,252337,0.143,"G#/Ab"
0,"Heatin Up (feat. Gunna)","6,004,839","Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']","2020-02-28",66,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314,0.341,"C#/Db"
0,"SKYBOX","5,846,484","Gunna",3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']","2020-03-06",59,0.779,0.707,-6.527,0.16,0.0991,0.0934,140.894,178097,0.343,"C#/Db"
0,"Young & Alive","5,578,323","Bazzi",4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-05",71,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,160465,0.495,"D#/Eb"
0,"i'm so tired...","5,547,770","Lauv, Troye Sivan",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-06",77,0.599,0.733,-7.058,0.203,0.176,0.242,102.211,162583,0.534,"B"
0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","5,487,069","A Boogie Wit da Hoodie",5865895,"['melodic rap', 'pop rap', 'rap', 'trap']","2020-02-14",68,0.819,0.654,-6.665,0.136,0.517,0.0996,133.503,188563,0.455,"B"
0,"Girl","5,434,180","Myke Towers",6161098,"['trap latino']","2020-01-24",72,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,186427,0.694,"F#/Gb"
0,"Puesto Pa' Guerrial","5,359,969","Bad Bunny, Myke Towers",36177712,"['latin', 'reggaeton', 'trap latino']","2020-02-29",64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207,0.658,"E"
0,"Definitivamente","5,325,447","Daddy Yankee, Sech",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2020-01-31",66,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,217773,0.429,"G#/Ab"
0,"South of the Border (feat. Camila Cabello & Cardi B)","5,315,827","Ed Sheeran",83337783,"['pop', 'uk pop']","2019-07-12",77,0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989,204467,0.668,"A"
0,"I Fall Apart","5,251,918","Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']","2016-12-09",80,0.556,0.538,-5.408,0.0382,0.0689,0.196,143.95,223347,0.291,"G#/Ab"
0,"fuck, i'm lonely (with Anne-Marie)","5,226,991","Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-06",74,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,198973,0.678,"A"
0,"Aventura","5,206,102","Lunay, Ozuna, Anuel AA",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']","2019-10-25",68,0.729,0.726,-3.208,0.0422,0.223,0.101,92.025,217130,0.876,"F"
1,"Rare","5,195,842","Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']","2020-01-10",68,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998,220590,0.631,"F"
0,"VIBEZ","5,121,486","DaBaby",7601122,"['north carolina hip hop', 'rap']","2019-09-27",75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935,0.777,"C#/Db"
0,"Mean It","5,110,064","Lauv, LANY",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2020-03-06",72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853,0.336,"G"
0,"That Way","12,059,592","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2020-03-01",67,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354,0.489,"G"
0,"Live Off My Closet (feat. Future)","7,410,327","Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']","2020-02-28",59,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,173061,0.21,"F#/Gb"
0,"Commercial (feat. Lil Uzi Vert)","6,540,577","Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']","2020-02-28",67,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,214215,0.535,"B"
0,"Sum 2 Prove","6,497,610","Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']","2020-01-10",71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760,0.418,"E"
0,"Filter","5,913,946","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",79,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,180221,0.86,"A#/Bb"
0,"Matrix","5,724,739","Apache 207",1674348,"['german hip hop']","2020-02-24",55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793,0.418,"A"
0,"Bellaquita - Remix","5,676,621","Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']","2019-11-22",67,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,304733,0.758,"C#/Db"
0,"Infeliz","5,490,386","Arcangel, Bad Bunny",6671084,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2019-12-20",72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103,0.721,"C#/Db"
0,"Que Tire Pa Lante","5,436,773","Daddy Yankee",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2019-10-18",72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520,0.708,"G"
0,"Futsal Shuffle 2020","5,386,512","Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']","2019-12-12",67,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,198913,0.296,"G"
0,"GOODMORNINGTOKYO!","5,286,044","TOKYO’S REVENGE",313480,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']","2019-10-18",74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115,0.664,"E"
0,"Own It (feat. Ed Sheeran & Burna Boy)","5,273,046","Stormzy",2317758,"['grime', 'uk hip hop']","2019-12-13",72,0.817,0.781,-4.178,0.112,0.00838,0.123,104,216707,0.359,"G"
0,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","5,260,351","Future",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2020-02-15",61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346,0.582,"F"
0,"My Time","5,212,053","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",74,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458,0.664,"C"
0,"100k Cash","5,192,813","Capital Bra, Samra",4093115,"['german hip hop']","2020-02-27",52,0.701,0.714,-5.906,0.524,0.289,0.0883,86.91,173353,0.604,"A#/Bb"
0,"Drown (feat. Clinton Kane)","5,186,141","Martin Garrix",14921269,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']","2020-02-27",74,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062,0.363,"A"
0,"me & ur ghost","5,184,069","blackbear",4272745,"['electropop', 'pop', 'pop rap']","2020-08-21",71,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398,0.856,"G"
0,"QUE PRETENDES","5,141,047","J Balvin, Bad Bunny",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2019-06-28",77,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603,222347,0.939,"A#/Bb"
0,"You Need To Calm Down","5,115,153","Taylor Swift",42227614,"['pop', 'post-teen pop']","2019-08-23",78,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,171360,0.714,"D"
0,"Quizas","5,112,244","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,"['latin', 'reggaeton', 'trap latino']","2019-10-11",73,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067,0.677,"D#/Eb"
0,"Soltera - Remix","5,078,459","Lunay, Daddy Yankee, Bad Bunny",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']","2019-05-10",75,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087,0.799,"F"
0,"Trampoline (with ZAYN)","5,075,520","SHAED",139434,"['electropop', 'pop']","2019-09-26",73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498,"G"
0,"Truth Hurts","5,024,683","Lizzo",3991674,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']","2019-04-19",77,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325,0.412,"E"
0,"bury a friend","5,020,303","Billie Eilish",1251372,"[]","2021-08-13",1,0.887,0.388,-14.505,0.349,0.739,0.106,120.035,193143,0.205,"G#/Ab"
0,"Louder than bombs","10,016,907","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404,0.485,"C"
0,"UGH!","9,991,177","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012,0.333,"A#/Bb"
0,"00:00 (Zero O’Clock)","9,372,219","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296,0.196,"C#/Db"
0,"Friends","8,822,365","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339,0.648,"C#/Db"
0,"We are Bulletproof : the Eternal","8,516,710","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543,0.19,"A"
0,"Inner Child","8,312,399","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",71,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266,0.332,"B"
0,"Moon","7,850,129","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",72,0.703,0.646,-6.658,0.0596,0.0104,0.191,141.87,208590,0.64,"F#/Gb"
0,"Outro : Ego","6,857,808","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",69,0.808,0.903,-3.106,0.0958,0.0121,0.0993,116.988,196199,0.473,"C"
0,"Interlude : Shadow","6,655,856","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",68,0.385,0.798,-6.439,0.483,0.115,0.181,149.756,259821,0.141,"A"
0,"Respect","6,373,954","BTS",37151476,"['k-pop', 'k-pop boy group']","2020-02-21",67,0.661,0.84,-4.805,0.116,0.00485,0.287,91.457,237540,0.524,"C"
0,"Tudo Ok","5,510,844","Thiaguinho MT, Mila, JS o Mão de Ouro",28017,"['brega funk', 'funk carioca']","2019-11-15",57,0.814,0.755,-6.164,0.0942,0.239,0.306,79.976,178500,0.963,"B"
0,"Perreo en La Luna","5,135,469","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,"['latin', 'reggaeton', 'trap latino']","2019-10-11",66,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587,0.724,"C#/Db"
0,"Lose Yourself - From ""8 Mile"" Soundtrack","5,118,004","Eminem",46814751,"['detroit hip hop', 'hip hop', 'rap']","2005-12-06",75,0.692,0.744,-4.565,0.257,0.00868,0.359,171.374,326467,0.0612,"D"
0,"all the good girls go to hell","5,074,485","Billie Eilish",47061119,"['electropop', 'pop']","2019-03-29",75,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,168840,0.569,"G#/Ab"
0,"SENTAD�?O","5,013,019","PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",1050520,"['funk carioca']","2019-11-22",64,0.68,0.869,-1.94,0.0589,0.178,0.223,173.997,143448,0.924,"F#/Gb"
0,"Lottery (Renegade)","4,994,448","K CAMP",1347589,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']","2019-06-21",61,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964,170947,0.67,"C#/Db"
0,"Si Te Vas","4,954,292","Sech, Ozuna",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']","2019-09-26",67,0.73,0.644,-4.124,0.132,0.0933,0.143,174.101,204907,0.554,"C"
